기간	자치구	구분	합계	합계	합계	합계	합계	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	조직형태별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별	사업체구분별
기간	자치구	구분	합계	합계	합계	합계	합계	개인	개인	회사법인	회사법인	회사이외의 법인	회사이외의 법인	비법인단체	비법인단체	단독	단독	본사본점 등	본사본점 등	공장지사(점)영업소	공장지사(점)영업소
기간	자치구	구분	사업체수	사업체수	종사자수	종사자수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수
기간	자치구	구분	사업체수	여성대표자	계	남	여	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수	사업체수	종사자수
2018	중랑구	교육 서비스업	936	575	7,773	2,363	5,410	781	2,284	53	959	76	4,271	26	259	876	5,471	8	712	52	1,590
2018	중랑구	보건업 및 사회복지 서비스업	999	445	11,920	2,203	9,717	833	6,963	7	131	64	3,931	95	895	947	8,394	8	1,841	44	1,685
2018	중랑구	예술 스포츠 및 여가관련 서비스업	940	397	2,484	1,300	1,184	856	1,757	12	106	23	379	49	242	921	2,115	-	-	19	369
2018	중랑구	협회 및 단체 수리 및 기타 개인 서비스업	2,739	1,429	5,153	2,371	2,782	2,129	3,327	33	410	86	293	491	1,123	2,662	4,787	5	21	72	345
2018	성북구	합계	23,287	8,831	108,201	52,719	55,482	20,017	49,070	1,770	24,711	737	30,014	763	4,406	22,165	75,185	214	14,586	908	18,430
2018	성북구	제조업	2,214	621	8,140	3,697	4,443	2,086	7,102	125	1,027	3	11	-	-	2,194	7,835	11	254	9	51
2018	성북구	전기 가스 증기 및 공기조절 공급업	5	-	10	10	1	1	1	4	9	-	-	-	-	4	5	-	-	1	5
2018	성북구	수도 하수 및 폐기물 처리 원료 재생업	11	2	178	160	18	3	4	7	172	1	2	-	-	11	178	-	-	-	-
2018	성북구	건설업	554	75	3,934	3,258	676	391	1,028	161	2,869	2	37	-	-	534	3,166	11	614	9	154
2018	성북구	도매 및 소매업	4,805	1,961	15,159	7,615	7,544	4,154	9,392	632	5,688	19	79	-	-	4,516	11,798	61	1,077	228	2,284
2018	성북구	운수 및 창고업	3,080	127	6,058	5,642	416	3,030	3,284	38	2,620	11	151	1	3	3,062	5,192	4	646	14	220
2018	성북구	숙박 및 음식점업	4,463	2,474	13,397	5,321	8,076	4,262	11,504	187	1,796	13	96	1	1	4,309	11,771	9	118	145	1,508
2018	성북구	정보통신업	235	37	1,877	1,236	641	107	242	111	1,171	16	461	1	3	215	1,103	6	361	14	413
2018	성북구	금융 및 보험업	145	21	1,512	713	799	24	67	66	973	54	470	1	2	42	172	12	167	91	1,173
2018	성북구	부동산업	1,125	450	2,708	1,675	1,033	914	1,325	64	450	22	74	125	859	1,093	2,407	7	32	25	269
2018	성북구	전문 과학 및 기술 서비스업	478	83	4,328	2,630	1,698	285	745	142	1,731	38	1,811	13	41	431	1,978	17	1,938	30	412
2018	성북구	사업시설 관리 사업 지원 및 임대 서비스업	254	80	5,255	2,773	2,482	155	408	90	4,486	9	361	-	-	221	2,257	12	2,246	21	752
2018	성북구	공공행정 국방 및 사회보장 행정	52	5	3,301	2,210	1,091	-	-	-	-	52	3,301	-	-	51	3,295	-	-	1	6
2018	성북구	교육 서비스업	1,382	813	21,481	9,389	12,092	1,094	3,175	83	1,058	184	17,119	21	129	1,223	8,163	18	6,506	141	6,812
2018	성북구	보건업 및 사회복지 서비스업	1,044	459	12,835	2,353	10,482	764	5,928	8	174	142	4,767	130	1,966	958	9,041	14	232	72	3,562
2018	성북구	예술 스포츠 및 여가관련 서비스업	756	292	2,306	1,238	1,068	680	1,581	32	210	31	481	13	34	718	1,842	4	27	34	437
2018	성북구	협회 및 단체 수리 및 기타 개인 서비스업	2,684	1,331	5,722	2,799	2,923	2,067	3,284	20	277	140	793	457	1,368	2,583	4,982	28	368	73	372
2018	강북구	합계	18,918	7,065	72,418	33,306	39,112	16,673	39,762	1,185	17,397	369	11,205	691	4,054	18,134	58,857	95	2,036	689	11,525
2018	강북구	제조업	1,444	384	5,903	2,563	3,340	1,367	5,140	74	715	3	48	-	-	1,430	5,661	7	164	7	78
2018	강북구	전기 가스 증기 및 공기조절 공급업	2	1	84	57	27	1	1	-	-	1	83	-	-	1	1	-	-	1	83
2018	강북구	수도 하수 및 폐기물 처리 원료 재생업	8	1	340	277	63	1	1	6	174	1	165	-	-	8	340	-	-	-	-
2018	강북구	건설업	506	63	2,133	1,783	350	386	858	120	1,275	-	-	-	-	496	1,959	3	22	7	152
2018	강북구	도매 및 소매업	3,768	1,591	10,625	5,260	5,365	3,349	7,352	391	3,170	17	73	11	30	3,558	8,589	25	252	185	1,784
2018	강북구	운수 및 창고업	3,218	134	6,625	6,330	295	3,160	3,487	36	2,877	21	260	1	1	3,184	5,440	5	696	29	489
2018	강북구	숙박 및 음식점업	3,719	2,167	10,674	4,222	6,452	3,615	9,589	92	1,048	10	30	2	7	3,638	9,792	4	28	77	854
2018	강북구	정보통신업	103	17	682	365	317	49	130	44	423	10	129	-	-	88	366	4	67	11	249
2018	강북구	금융 및 보험업	267	67	4,074	917	3,157	66	198	171	3,514	30	362	-	-	93	489	5	118	169	3,467
2018	강북구	부동산업	807	301	1,782	1,104	678	671	1,017	55	286	7	17	74	462	788	1,655	4	20	15	107
2018	강북구	전문 과학 및 기술 서비스업	293	45	1,185	640	545	224	759	47	273	22	153	-	-	263	968	9	56	21	161
2018	강북구	사업시설 관리 사업 지원 및 임대 서비스업	216	74	3,440	1,303	2,137	132	351	77	2,787	5	280	2	22	179	2,108	8	127	29	1,205
2018	강북구	공공행정 국방 및 사회보장 행정	44	1	3,265	1,904	1,361	-	-	-	-	44	3,265	-	-	43	3,259	-	-	1	6
2018	강북구	교육 서비스업	684	399	5,871	1,857	4,014	565	1,453	33	431	66	3,806	20	181	633	3,896	10	345	41	1,630
2018	강북구	보건업 및 사회복지 서비스업	813	303	9,195	1,617	7,578	590	4,991	2	15	59	1,780	162	2,409	771	8,617	5	27	37	551
2018	강북구	예술 스포츠 및 여가관련 서비스업	741	355	2,037	1,089	948	690	1,415	16	108	24	486	11	28	717	1,563	1	8	23	466
2018	강북구	협회 및 단체 수리 및 기타 개인 서비스업	2,285	1,162	4,503	2,018	2,485	1,807	3,020	21	301	49	268	408	914	2,244	4,154	5	106	36	243
2018	도봉구	합계	18,894	6,320	74,314	38,646	35,668	16,629	37,002	1,143	18,253	344	13,941	778	5,118	18,205	60,746	85	2,596	604	10,972
2018	도봉구	농업 임업 및 어업	1	-	3	3	-	-	-	1	3	-	-	-	-	1	3	-	-	-	-
2018	도봉구	제조업	1,020	276	4,137	2,017	2,120	936	3,407	82	717	2	13	-	-	1,010	4,037	5	44	5	56
2018	도봉구	전기 가스 증기 및 공기조절 공급업	1	-	1	1	-	1	1	-	-	-	-	-	-	1	1	-	-	-	-
2018	도봉구	수도 하수 및 폐기물 처리 원료 재생업	9	3	110	86	24	1	5	8	105	-	-	-	-	8	108	-	-	1	2
2018	도봉구	건설업	495	84	3,402	2,712	690	358	943	136	2,453	1	6	-	-	480	3,081	6	79	9	242
2018	도봉구	도매 및 소매업	3,455	1,421	10,983	5,477	5,506	3,017	6,989	416	3,808	21	179	1	7	3,232	8,352	17	209	206	2,422
2018	도봉구	운수 및 창고업	5,099	153	10,030	9,607	423	5,036	5,195	51	4,671	12	164	-	-	5,079	9,274	2	348	18	408
2018	도봉구	숙박 및 음식점업	2,751	1,592	7,906	2,946	4,960	2,664	7,054	79	748	7	90	1	14	2,692	7,350	6	45	53	511
2018	도봉구	정보통신업	82	11	757	538	219	47	134	27	285	7	335	1	3	77	666	1	6	4	85
2018	도봉구	금융 및 보험업	134	25	1,281	538	743	45	151	66	805	23	325	-	-	59	238	4	102	71	941
2018	도봉구	부동산업	796	325	2,768	1,786	982	602	970	41	665	3	31	150	1,102	773	2,297	2	293	21	178
2018	도봉구	전문 과학 및 기술 서비스업	347	55	1,773	954	819	273	921	47	637	25	204	2	11	310	1,140	13	367	24	266
2018	도봉구	사업시설 관리 사업 지원 및 임대 서비스업	181	62	1,841	1,186	655	104	273	73	1,548	3	17	1	3	149	643	6	847	26	351
2018	도봉구	공공행정 국방 및 사회보장 행정	38	1	3,872	2,359	1,513	-	-	-	-	38	3,872	-	-	38	3,872	-	-	-	-
2018	도봉구	교육 서비스업	962	568	7,537	2,450	5,087	792	2,032	64	791	70	4,328	36	386	897	5,484	8	46	57	2,007
2018	도봉구	보건업 및 사회복지 서비스업	837	405	11,640	2,662	8,978	623	5,153	5	84	67	3,790	142	2,613	777	8,966	7	84	53	2,590
2018	도봉구	예술 스포츠 및 여가관련 서비스업	622	280	1,907	999	908	584	1,407	11	74	11	360	16	66	610	1,554	1	2	11	351
2018	도봉구	협회 및 단체 수리 및 기타 개인 서비스업	2,064	1,059	4,366	2,325	2,041	1,546	2,367	36	859	54	227	428	913	2,012	3,680	7	124	45	562
2018	노원구	합계	26,616	9,479	118,713	56,183	62,530	22,914	53,796	2,080	30,136	602	27,437	1,020	7,344	25,178	85,605	176	8,233	1,262	24,875
2018	노원구	농업 임업 및 어업	1	-	1	1	-	-	-	-	-	1	1	-	-	-	-	-	-	1	1
2018	노원구	제조업	858	229	3,720	1,954	1,766	708	2,276	144	1,271	4	112	2	61	829	3,324	22	242	7	154
2018	노원구	전기 가스 증기 및 공기조절 공급업	6	-	311	272	39	1	1	2	158	3	152	-	-	1	1	-	-	5	310
2018	노원구	수도 하수 및 폐기물 처리 원료 재생업	11	3	214	184	30	2	17	9	197	-	-	-	-	10	147	-	-	1	67
2018	노원구	건설업	551	112	2,507	1,945	562	391	998	160	1,509	-	-	-	-	539	2,369	5	56	7	82
2018	노원구	도매 및 소매업	5,030	2,275	15,757	7,331	8,426	4,286	10,184	720	5,467	21	92	3	14	4,580	11,800	40	453	410	3,504
2018	노원구	운수 및 창고업	6,598	250	12,573	11,952	621	6,500	6,689	60	4,821	38	1,063	-	-	6,544	9,580	6	719	48	2,274
2018	노원구	숙박 및 음식점업	4,191	2,319	14,443	5,589	8,854	3,990	12,063	177	2,254	14	92	10	34	4,039	12,497	7	41	145	1,905
2018	노원구	정보통신업	156	42	1,242	769	473	70	150	72	711	13	378	1	3	140	820	2	17	14	405
2018	노원구	금융 및 보험업	236	53	4,253	1,242	3,011	32	79	171	3,655	32	515	1	4	48	453	3	19	185	3,781
2018	노원구	부동산업	1,231	473	4,289	2,837	1,452	865	1,505	75	543	15	167	276	2,074	1,195	3,936	3	64	33	289
2018	노원구	전문 과학 및 기술 서비스업	438	76	3,259	1,527	1,732	276	736	128	1,833	33	689	1	1	383	1,702	23	1,138	32	419
2018	노원구	사업시설 관리 사업 지원 및 임대 서비스업	317	105	4,602	2,305	2,297	191	541	113	3,873	8	89	5	99	275	3,074	13	964	29	564
2018	노원구	공공행정 국방 및 사회보장 행정	38	7	3,141	1,991	1,150	-	-	-	-	38	3,141	-	-	37	3,068	-	-	1	73
2018	노원구	교육 서비스업	1,950	1,047	21,138	8,457	12,681	1,562	4,906	171	2,716	174	13,011	43	505	1,763	12,944	31	1,957	156	6,237
2018	노원구	보건업 및 사회복지 서비스업	1,454	705	18,684	3,670	15,014	1,157	8,085	14	433	123	7,004	160	3,162	1,342	12,151	15	2,497	97	4,036
2018	노원구	예술 스포츠 및 여가관련 서비스업	934	388	3,078	1,721	1,357	866	2,064	32	250	22	702	14	62	901	2,653	2	12	31	413
2018	노원구	협회 및 단체 수리 및 기타 개인 서비스업	2,616	1,395	5,501	2,436	3,065	2,017	3,502	32	445	63	229	504	1,325	2,552	5,086	4	54	60	361
2018	은평구	합계	24,873	9,548	90,049	42,452	47,597	21,682	48,230	1,693	20,060	593	16,904	905	4,855	23,784	72,278	135	4,098	954	13,673
2018	은평구	제조업	899	245	3,041	1,580	1,461	791	2,191	94	673	12	171	2	6	878	2,684	7	184	14	173
2018	은평구	전기 가스 증기 및 공기조절 공급업	6	1	159	125	34	1	1	1	57	4	101	-	-	3	9	-	-	3	150
2018	은평구	수도 하수 및 폐기물 처리 원료 재생업	15	4	255	216	39	4	10	11	245	-	-	-	-	14	223	-	-	1	32
2018	은평구	건설업	635	109	4,053	3,398	655	393	840	239	3,206	3	7	-	-	617	3,830	8	83	10	140
2018	은평구	도매 및 소매업	4,984	2,237	15,264	7,031	8,233	4,337	9,757	620	4,946	26	558	1	3	4,601	11,490	31	645	352	3,129
2018	은평구	운수 및 창고업	5,214	195	8,898	8,319	579	5,152	5,344	42	3,172	20	382	-	-	5,183	7,001	5	1,183	26	714
2018	은평구	숙박 및 음식점업	4,273	2,458	12,317	4,783	7,534	4,094	10,674	155	1,561	17	66	7	16	4,141	10,969	7	48	125	1,300
2018	은평구	정보통신업	157	44	1,201	767	434	88	188	51	653	17	358	1	2	146	841	1	163	10	197
2018	은평구	금융 및 보험업	164	32	2,324	823	1,501	21	109	96	1,680	47	535	-	-	36	271	12	179	116	1,874
2018	은평구	부동산업	1,471	630	3,291	1,857	1,434	1,208	1,740	84	578	22	79	157	894	1,443	3,019	6	36	22	236
2018	은평구	전문 과학 및 기술 서비스업	369	70	1,710	975	735	271	709	65	535	29	453	4	13	338	1,414	12	132	19	164
2018	은평구	사업시설 관리 사업 지원 및 임대 서비스업	249	81	1,741	919	822	145	352	90	1,180	10	200	4	9	217	1,128	5	185	27	428
2018	은평구	공공행정 국방 및 사회보장 행정	51	4	3,879	2,473	1,406	-	-	-	-	51	3,879	-	-	49	3,401	1	447	1	31
2018	은평구	교육 서비스업	1,469	900	10,058	3,132	6,926	1,250	3,236	69	737	123	5,884	27	201	1,386	7,126	18	576	65	2,356
2018	은평구	보건업 및 사회복지 서비스업	1,190	543	13,963	2,393	11,570	938	8,130	5	76	111	3,551	136	2,206	1,107	11,891	13	89	70	1,983
2018	은평구	예술 스포츠 및 여가관련 서비스업	810	360	2,277	1,178	1,099	741	1,515	36	343	17	318	16	101	784	1,819	4	123	22	335
2018	은평구	협회 및 단체 수리 및 기타 개인 서비스업	2,917	1,635	5,618	2,483	3,135	2,248	3,434	35	418	84	362	550	1,404	2,841	5,162	5	25	71	431
2018	서대문구	합계	19,796	7,394	109,490	53,956	55,534	16,286	37,645	2,167	32,694	693	35,893	650	3,258	18,527	64,909	235	13,682	1,034	30,899
2018	서대문구	농업 임업 및 어업	1	1	3	2	1	-	-	1	3	-	-	-	-	1	3	-	-	-	-
2018	서대문구	제조업	686	189	2,494	1,371	1,123	606	1,681	74	709	5	103	1	1	664	2,150	9	159	13	185
2018	서대문구	전기 가스 증기 및 공기조절 공급업	4	-	69	22	47	2	19	2	50	-	-	-	-	4	69	-	-	-	-
2018	서대문구	수도 하수 및 폐기물 처리 원료 재생업	13	2	576	463	113	5	25	6	160	2	391	-	-	12	525	1	51	-	-
2018	서대문구	건설업	506	83	3,868	3,400	468	363	896	141	2,967	2	5	-	-	493	3,198	7	520	6	150
2018	서대문구	도매 및 소매업	4,025	1,661	14,045	7,183	6,862	3,379	7,324	618	6,586	27	134	1	1	3,693	8,821	56	2,630	276	2,594
2018	서대문구	운수 및 창고업	2,903	107	5,835	5,397	438	2,809	2,958	81	2,676	11	188	2	13	2,878	5,351	7	305	18	179
2018	서대문구	숙박 및 음식점업	4,315	2,272	14,505	5,986	8,519	3,979	11,145	315	3,254	18	91	3	15	4,057	11,908	13	148	245	2,449
2018	서대문구	정보통신업	443	111	2,746	1,756	990	253	498	166	1,725	21	516	3	7	418	2,041	10	370	15	335
2018	서대문구	금융 및 보험업	181	34	4,067	2,057	2,010	19	28	114	3,414	47	621	1	4	54	745	15	1,542	112	1,780
2018	서대문구	부동산업	1,023	410	2,634	1,623	1,011	799	1,198	92	677	28	90	104	669	990	2,226	9	191	24	217
2018	서대문구	전문 과학 및 기술 서비스업	632	156	6,113	3,113	3,000	379	1,037	195	2,300	50	2,748	8	28	570	2,311	33	2,469	29	1,333
2018	서대문구	사업시설 관리 사업 지원 및 임대 서비스업	444	125	6,690	3,142	3,548	228	475	206	6,153	6	50	4	12	391	3,193	20	2,160	33	1,337
2018	서대문구	공공행정 국방 및 사회보장 행정	43	3	5,080	3,060	2,020	-	-	-	-	43	5,080	-	-	42	4,946	1	134	-	-
2018	서대문구	교육 서비스업	1,086	618	18,651	8,323	10,328	810	2,214	102	1,592	148	14,634	26	211	933	5,664	23	1,903	130	11,084
2018	서대문구	보건업 및 사회복지 서비스업	777	316	15,362	3,839	11,523	577	3,987	6	85	97	10,100	97	1,190	708	5,866	14	681	55	8,815
2018	서대문구	예술 스포츠 및 여가관련 서비스업	572	250	1,844	987	857	514	1,367	31	242	16	199	11	36	546	1,597	4	49	22	198
2018	서대문구	협회 및 단체 수리 및 기타 개인 서비스업	2,142	1,056	4,908	2,232	2,676	1,564	2,793	17	101	172	943	389	1,071	2,073	4,295	13	370	56	243
2018	마포구	합계	37,232	12,738	255,152	136,857	118,295	26,140	70,348	9,240	154,776	1,032	25,008	820	5,020	34,163	161,262	1,024	62,321	2,045	31,569
2018	마포구	농업 임업 및 어업	1	1	1	-	1	-	-	1	1	-	-	-	-	1	1	-	-	-	-
2018	마포구	제조업	1,317	370	5,350	2,772	2,578	1,042	3,000	274	2,343	1	7	-	-	1,266	4,316	32	935	19	99
2018	마포구	전기 가스 증기 및 공기조절 공급업	11	-	464	391	73	-	-	7	227	4	237	-	-	6	14	-	-	5	450
2018	마포구	수도 하수 및 폐기물 처리 원료 재생업	28	4	355	312	43	5	10	11	244	12	101	-	-	28	355	-	-	-	-
2018	마포구	건설업	1,029	193	14,703	12,306	2,397	458	1,459	568	13,238	3	6	-	-	960	10,883	45	3,389	24	431
2018	마포구	도매 및 소매업	7,655	2,758	35,083	18,130	16,953	5,126	11,983	2,489	22,880	38	212	2	8	6,783	21,935	276	7,262	596	5,886
2018	마포구	운수 및 창고업	2,987	201	12,398	8,859	3,539	2,366	2,811	586	8,612	32	961	3	14	2,849	8,211	81	2,898	57	1,289
2018	마포구	숙박 및 음식점업	8,429	3,733	31,288	14,187	17,101	7,630	23,925	773	7,217	13	87	13	59	7,902	26,159	74	786	453	4,343
2018	마포구	정보통신업	2,487	476	37,909	23,635	14,274	987	2,709	1,445	33,794	49	1,384	6	22	2,321	21,355	89	11,839	77	4,715
2018	마포구	금융 및 보험업	505	68	10,751	4,858	5,893	60	104	377	9,404	66	1,237	2	6	233	2,365	33	2,851	239	5,535
2018	마포구	부동산업	1,918	639	5,932	3,719	2,213	1,400	2,363	332	2,295	28	190	158	1,084	1,818	4,962	26	339	74	631
2018	마포구	전문 과학 및 기술 서비스업	2,632	574	20,741	12,531	8,210	1,309	3,524	1,157	15,747	162	1,465	4	5	2,347	11,452	171	7,936	114	1,353
2018	마포구	사업시설 관리 사업 지원 및 임대 서비스업	1,069	323	34,430	17,139	17,291	332	1,079	710	32,838	16	409	11	104	915	15,247	73	17,643	81	1,540
2018	마포구	공공행정 국방 및 사회보장 행정	57	7	4,671	2,741	1,930	-	-	-	-	57	4,671	-	-	55	4,160	-	-	2	511
2018	마포구	교육 서비스업	1,742	944	15,637	6,156	9,481	1,318	4,108	259	3,296	125	7,757	40	476	1,589	9,542	34	3,728	119	2,367
2018	마포구	보건업 및 사회복지 서비스업	1,184	502	10,902	1,816	9,086	952	6,213	13	102	93	2,692	126	1,895	1,118	8,715	19	1,283	47	904
2018	마포구	예술 스포츠 및 여가관련 서비스업	1,061	403	4,794	2,718	2,076	846	2,230	162	1,462	32	1,007	21	95	985	3,626	17	534	59	634
2018	마포구	협회 및 단체 수리 및 기타 개인 서비스업	3,120	1,542	9,743	4,587	5,156	2,309	4,830	76	1,076	301	2,585	434	1,252	2,987	7,964	54	898	79	881
2018	양천구	합계	26,126	9,725	123,311	65,377	57,934	21,777	52,072	2,910	44,019	490	20,950	949	6,270	24,810	95,354	265	9,305	1,051	18,652
2018	양천구	제조업	1,150	321	4,926	2,519	2,407	981	3,192	167	1,712	2	22	-	-	1,121	4,509	15	313	14	104
2018	양천구	전기 가스 증기 및 공기조절 공급업	2	-	266	191	75	-	-	-	-	2	266	-	-	-	-	1	182	1	84
2018	양천구	수도 하수 및 폐기물 처리 원료 재생업	20	3	473	386	87	2	4	16	298	2	171	-	-	16	382	2	8	2	83
2018	양천구	건설업	828	147	10,437	9,064	1,373	508	1,595	320	8,842	-	-	-	-	807	8,568	11	1,767	10	102
2018	양천구	도매 및 소매업	5,259	2,160	17,547	9,068	8,479	4,291	9,878	945	7,547	21	109	2	13	4,886	13,190	62	835	311	3,522
2018	양천구	운수 및 창고업	5,053	290	12,806	11,870	936	4,829	5,221	209	6,682	15	903	-	-	5,006	10,486	20	928	27	1,392
2018	양천구	숙박 및 음식점업	3,604	2,092	12,092	4,446	7,646	3,408	9,822	185	2,218	7	27	4	25	3,450	10,273	7	58	147	1,761
2018	양천구	정보통신업	273	64	5,094	3,491	1,603	109	342	153	4,024	11	728	-	-	242	2,415	13	2,165	18	514
2018	양천구	금융 및 보험업	209	38	2,549	1,022	1,527	31	49	139	1,995	39	505	-	-	61	201	9	117	139	2,231
2018	양천구	부동산업	1,254	576	3,571	2,250	1,321	966	1,458	96	538	8	63	184	1,512	1,211	3,192	9	99	34	280
2018	양천구	전문 과학 및 기술 서비스업	736	122	3,232	1,783	1,449	523	1,571	152	1,071	55	579	6	11	658	2,475	31	342	47	415
2018	양천구	사업시설 관리 사업 지원 및 임대 서비스업	336	111	5,260	3,209	2,051	154	401	167	4,584	11	257	4	18	281	2,542	26	1,293	29	1,425
2018	양천구	공공행정 국방 및 사회보장 행정	48	2	6,609	4,435	2,174	-	-	-	-	47	6,376	1	233	47	6,519	-	-	1	90
2018	양천구	교육 서비스업	2,376	1,298	14,974	4,937	10,037	1,988	5,350	254	3,364	102	5,927	32	333	2,209	11,416	29	594	138	2,964
2018	양천구	보건업 및 사회복지 서비스업	1,203	552	14,213	2,357	11,856	948	7,406	14	230	62	3,904	179	2,673	1,150	11,221	8	262	45	2,730
2018	양천구	예술 스포츠 및 여가관련 서비스업	931	422	3,104	1,543	1,561	842	1,946	46	427	18	512	25	219	896	2,532	6	75	29	497
2018	양천구	협회 및 단체 수리 및 기타 개인 서비스업	2,844	1,527	6,158	2,806	3,352	2,197	3,837	47	487	88	601	512	1,233	2,769	5,433	16	267	59	458
2018	강서구	합계	38,524	13,335	248,204	136,215	111,989	29,267	72,521	7,247	145,632	763	21,991	1,247	8,060	35,890	150,157	572	52,809	2,062	45,238
2018	강서구	농업 임업 및 어업	1	-	26	23	3	-	-	-	-	1	26	-	-	1	26	-	-	-	-
2018	강서구	광업	1	-	1	1	-	-	-	1	1	-	-	-	-	1	1	-	-	-	-
2018	강서구	제조업	1,257	321	7,311	4,160	3,151	905	2,803	347	4,412	5	96	-	-	1,200	5,871	30	1,041	27	399
2018	강서구	전기 가스 증기 및 공기조절 공급업	8	1	466	404	62	1	1	4	355	3	110	-	-	4	14	1	342	3	110
2018	강서구	수도 하수 및 폐기물 처리 원료 재생업	45	4	673	579	94	6	31	32	625	7	17	-	-	36	554	2	33	7	86
2018	강서구	건설업	1,214	181	14,875	12,634	2,241	547	1,558	666	13,312	1	5	-	-	1,140	13,246	29	556	45	1,073
2018	강서구	도매 및 소매업	9,079	3,391	37,641	20,392	17,249	6,421	15,032	2,626	22,366	29	227	3	16	8,283	26,089	151	5,585	645	5,967
2018	강서구	운수 및 창고업	7,317	411	52,138	33,284	18,854	6,496	7,188	752	43,295	66	1,650	3	5	7,080	17,740	89	29,704	148	4,694
2018	강서구	숙박 및 음식점업	5,900	3,263	21,475	8,042	13,433	5,521	16,714	369	4,696	4	28	6	37	5,609	17,702	17	246	274	3,527
2018	강서구	정보통신업	830	126	11,108	7,944	3,164	277	790	541	10,061	10	253	2	4	777	6,523	21	3,752	32	833
2018	강서구	금융 및 보험업	337	64	3,996	1,623	2,373	44	132	241	3,056	52	808	-	-	130	821	14	413	193	2,762
2018	강서구	부동산업	2,088	787	7,464	4,567	2,897	1,437	2,558	370	3,175	16	193	265	1,538	1,938	5,271	14	927	136	1,266
2018	강서구	전문 과학 및 기술 서비스업	1,256	220	23,116	16,522	6,594	616	1,660	568	20,002	65	1,445	7	9	1,022	4,410	94	3,620	140	15,086
2018	강서구	사업시설 관리 사업 지원 및 임대 서비스업	686	180	17,365	9,163	8,202	260	993	408	15,807	11	509	7	56	541	10,357	51	4,579	94	2,429
2018	강서구	공공행정 국방 및 사회보장 행정	57	6	3,474	2,168	1,306	-	-	-	-	57	3,474	-	-	55	3,173	1	220	1	81
2018	강서구	교육 서비스업	1,844	1,132	14,257	4,697	9,560	1,547	4,725	132	1,713	142	7,575	23	244	1,719	10,526	17	634	108	3,097
2018	강서구	보건업 및 사회복지 서비스업	1,582	751	19,576	3,287	16,289	1,253	10,702	11	425	106	4,001	212	4,448	1,496	16,724	15	559	71	2,293
2018	강서구	예술 스포츠 및 여가관련 서비스업	1,227	532	3,851	1,992	1,859	1,073	2,370	70	662	36	584	48	235	1,179	3,182	6	144	42	525
2018	강서구	협회 및 단체 수리 및 기타 개인 서비스업	3,795	1,965	9,391	4,733	4,658	2,863	5,264	109	1,669	152	990	671	1,468	3,679	7,927	20	454	96	1,010
2018	구로구	합계	38,553	11,356	218,070	124,793	93,277	27,974	65,678	9,019	126,214	674	19,417	886	6,761	36,035	151,880	729	39,712	1,789	26,478
2018	구로구	농업 임업 및 어업	1	-	1	1	-	-	-	1	1	-	-	-	-	1	1	-	-	-	-
2018	구로구	광업	1	-	1	1	-	-	-	1	1	-	-	-	-	1	1	-	-	-	-
2018	구로구	제조업	3,677	543	17,612	12,296	5,316	2,728	7,121	939	10,398	7	80	3	13	3,537	14,788	75	2,027	65	797
2018	구로구	전기 가스 증기 및 공기조절 공급업	8	-	104	97	7	-	-	7	99	1	5	-	-	6	9	1	90	1	5
2018	구로구	수도 하수 및 폐기물 처리 원료 재생업	22	1	389	301	88	3	9	12	260	7	120	-	-	18	142	3	140	1	107
2018	구로구	건설업	1,009	148	12,033	10,444	1,589	516	1,556	490	10,462	2	7	1	8	958	9,374	31	2,439	20	220
2018	구로구	도매 및 소매업	12,100	3,497	40,438	24,426	16,012	8,443	17,711	3,630	22,566	21	137	6	24	11,138	31,305	252	4,335	710	4,798
2018	구로구	운수 및 창고업	4,891	225	9,160	8,352	808	4,725	5,098	129	2,683	34	1,345	3	34	4,828	6,870	15	624	48	1,666
2018	구로구	숙박 및 음식점업	4,664	2,712	15,178	5,485	9,693	4,416	12,586	236	2,529	9	45	3	18	4,473	13,249	14	127	177	1,802
2018	구로구	정보통신업	2,108	287	30,068	21,416	8,652	457	1,260	1,627	28,398	20	396	4	14	1,962	23,523	86	5,545	60	1,000
2018	구로구	금융 및 보험업	498	94	8,238	3,075	5,163	106	193	319	7,199	72	845	1	1	231	1,102	25	1,207	242	5,929
2018	구로구	부동산업	1,373	487	4,386	2,713	1,673	922	1,488	232	1,351	9	37	210	1,510	1,314	3,815	8	67	51	504
2018	구로구	전문 과학 및 기술 서비스업	1,567	224	15,674	10,934	4,740	735	2,378	731	11,702	98	1,591	3	3	1,335	9,080	118	4,655	114	1,939
2018	구로구	사업시설 관리 사업 지원 및 임대 서비스업	705	199	25,341	11,185	14,156	277	719	401	24,400	11	82	16	140	563	7,167	50	15,710	92	2,464
2018	구로구	공공행정 국방 및 사회보장 행정	46	6	4,059	2,733	1,326	-	-	-	-	46	4,059	-	-	45	4,048	-	-	1	11
2018	구로구	교육 서비스업	1,231	683	10,747	3,801	6,946	945	2,571	146	2,473	107	5,364	33	339	1,145	7,696	21	1,786	65	1,265
